age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,poutcome
40.0,blue-collar,married,high.school,no,yes,telephone,may,mon,2.5,1.0,nonexistent
42.0,technician,single,basic.9y,no,no,telephone,may,mon,8.4,2.0,nonexistent
42.0,blue-collar,married,professional.course,yes,no,telephone,may,mon,2.9166666666666665,1.0,nonexistent
44.0,management,married,university.degree,yes,no,telephone,may,mon,4.816666666666666,1.0,nonexistent
41.0,admin.,married,high.school,no,yes,telephone,may,mon,0.26666666666666666,1.0,nonexistent
31.0,management,married,university.degree,no,no,telephone,may,mon,1.6666666666666667,8.0,nonexistent
29.0,admin.,single,high.school,no,yes,telephone,may,mon,5.35,1.0,nonexistent
41.0,entrepreneur,married,university.degree,yes,no,telephone,may,mon,3.9833333333333334,3.0,nonexistent
33.0,technician,married,professional.course,no,no,telephone,may,mon,10.233333333333333,2.0,nonexistent
37.0,blue-collar,single,basic.9y,yes,no,telephone,may,mon,4.133333333333334,2.0,nonexistent
27.0,services,single,basic.9y,no,no,telephone,may,mon,1.55,2.0,nonexistent
35.0,admin.,single,high.school,yes,no,telephone,may,mon,5.916666666666667,2.0,nonexistent
31.0,admin.,single,university.degree,no,yes,telephone,may,mon,2.95,1.0,nonexistent
37.0,admin.,married,university.degree,yes,no,telephone,may,mon,4.083333333333333,3.0,nonexistent
48.0,management,married,university.degree,yes,no,telephone,may,mon,2.0166666666666666,1.0,nonexistent
37.0,admin.,single,high.school,yes,no,telephone,may,mon,3.2,6.0,nonexistent
33.0,technician,divorced,professional.course,yes,no,telephone,may,mon,1.8333333333333333,2.0,nonexistent
40.0,admin.,married,high.school,no,no,telephone,may,mon,2.6666666666666665,3.0,nonexistent
29.0,blue-collar,married,basic.4y,yes,no,telephone,may,mon,4.15,2.0,nonexistent
47.0,services,married,high.school,yes,no,telephone,may,mon,2.45,1.0,nonexistent
47.0,services,married,high.school,yes,no,telephone,may,mon,0.26666666666666666,1.0,nonexistent
35.0,blue-collar,married,basic.4y,no,no,telephone,may,mon,2.183333333333333,1.0,nonexistent
27.0,blue-collar,married,basic.9y,yes,yes,telephone,may,mon,1.9166666666666667,2.0,nonexistent
35.0,management,married,university.degree,no,no,telephone,may,mon,5.816666666666666,2.0,nonexistent
35.0,admin.,married,high.school,no,yes,telephone,may,mon,1.9,2.0,nonexistent
38.0,housemaid,married,basic.9y,yes,no,telephone,may,mon,7.416666666666667,2.0,nonexistent
46.0,technician,divorced,professional.course,yes,no,telephone,may,mon,2.4,3.0,nonexistent
35.0,blue-collar,married,professional.course,no,no,telephone,may,mon,5.683333333333334,12.0,nonexistent
41.0,self-employed,married,university.degree,yes,no,telephone,may,mon,13.266666666666667,1.0,nonexistent
51.0,blue-collar,married,high.school,no,yes,telephone,may,mon,1.2666666666666666,3.0,nonexistent
47.0,admin.,married,basic.4y,no,no,telephone,may,mon,2.1,2.0,nonexistent
28.0,blue-collar,single,basic.4y,yes,no,telephone,may,mon,1.6833333333333333,2.0,nonexistent
35.0,blue-collar,married,basic.9y,no,no,telephone,may,mon,1.5166666666666666,2.0,nonexistent
34.0,admin.,single,high.school,no,no,telephone,may,mon,0.8666666666666667,3.0,nonexistent
25.0,self-employed,single,university.degree,no,no,telephone,may,mon,1.3,2.0,nonexistent
33.0,technician,single,university.degree,no,yes,telephone,may,mon,7.85,1.0,nonexistent
59.0,retired,married,professional.course,yes,yes,telephone,may,mon,12.066666666666666,1.0,nonexistent
27.0,blue-collar,married,basic.9y,no,no,telephone,may,mon,4.883333333333334,1.0,nonexistent
33.0,blue-collar,married,high.school,no,no,telephone,may,mon,5.55,1.0,nonexistent
39.0,management,married,university.degree,no,no,telephone,may,mon,7.183333333333334,2.0,nonexistent
38.0,blue-collar,married,basic.6y,no,no,telephone,may,mon,8.716666666666667,2.0,nonexistent
46.0,self-employed,married,basic.9y,no,no,telephone,may,mon,7.833333333333333,2.0,nonexistent
35.0,admin.,divorced,university.degree,no,no,telephone,may,mon,11.583333333333334,4.0,nonexistent
25.0,blue-collar,married,high.school,yes,yes,telephone,may,mon,12.35,6.0,nonexistent
50.0,blue-collar,married,basic.6y,no,no,telephone,may,mon,2.5166666666666666,3.0,nonexistent
36.0,blue-collar,married,basic.6y,no,no,telephone,may,mon,2.25,2.0,nonexistent
35.0,services,married,basic.6y,no,no,telephone,may,mon,1.1666666666666667,6.0,nonexistent
52.0,unemployed,married,high.school,no,no,telephone,may,mon,7.866666666666666,3.0,nonexistent
43.0,technician,married,basic.9y,no,no,telephone,may,mon,4.3,2.0,nonexistent
36.0,self-employed,single,professional.course,yes,no,telephone,may,mon,1.8833333333333333,4.0,nonexistent
33.0,services,single,basic.9y,no,no,telephone,may,mon,6.2,14.0,nonexistent
27.0,blue-collar,single,basic.6y,no,no,telephone,may,mon,10.05,1.0,nonexistent
41.0,admin.,single,high.school,yes,no,telephone,may,mon,1.4166666666666667,2.0,nonexistent
36.0,admin.,married,high.school,no,no,telephone,may,mon,1.2666666666666666,2.0,nonexistent
39.0,admin.,single,high.school,no,no,telephone,may,mon,6.65,2.0,nonexistent
34.0,management,married,professional.course,no,no,telephone,may,mon,6.7,2.0,nonexistent
55.0,services,married,high.school,yes,yes,telephone,may,mon,2.15,3.0,nonexistent
30.0,blue-collar,married,basic.9y,no,yes,telephone,may,mon,8.916666666666666,6.0,nonexistent
42.0,unemployed,married,high.school,no,no,telephone,may,mon,3.0166666666666666,3.0,nonexistent
58.0,management,married,basic.6y,yes,no,telephone,may,mon,0.8,2.0,nonexistent
43.0,management,married,university.degree,yes,no,telephone,may,mon,1.9,2.0,nonexistent
45.0,admin.,single,professional.course,no,no,telephone,may,mon,1.45,3.0,nonexistent
31.0,unemployed,married,professional.course,yes,yes,telephone,may,mon,2.816666666666667,4.0,nonexistent
30.0,technician,single,professional.course,yes,no,telephone,may,mon,1.9333333333333333,4.0,nonexistent
31.0,admin.,single,high.school,yes,no,telephone,may,mon,1.6666666666666667,2.0,nonexistent
30.0,admin.,married,university.degree,no,no,telephone,may,mon,3.533333333333333,2.0,nonexistent
42.0,services,married,high.school,yes,no,telephone,may,mon,5.066666666666666,4.0,nonexistent
30.0,student,single,high.school,yes,no,telephone,may,mon,1.9,2.0,nonexistent
31.0,services,married,high.school,no,no,telephone,may,mon,1.7,2.0,nonexistent
46.0,self-employed,married,basic.9y,no,yes,telephone,may,mon,4.85,2.0,nonexistent
51.0,entrepreneur,divorced,university.degree,no,yes,telephone,may,mon,1.8666666666666667,2.0,nonexistent
43.0,services,married,high.school,no,no,telephone,may,mon,3.45,2.0,nonexistent
58.0,management,married,basic.6y,yes,no,telephone,may,mon,3.283333333333333,2.0,nonexistent
56.0,retired,married,basic.4y,yes,no,telephone,may,mon,1.7166666666666666,2.0,nonexistent
57.0,unemployed,married,basic.9y,yes,no,telephone,may,mon,0.75,5.0,nonexistent
31.0,technician,single,university.degree,yes,no,telephone,may,mon,2.0833333333333335,6.0,nonexistent
28.0,services,married,high.school,yes,yes,telephone,may,mon,1.9,2.0,nonexistent
38.0,self-employed,single,university.degree,no,no,telephone,may,mon,6.9,2.0,nonexistent
35.0,admin.,single,high.school,yes,no,telephone,may,mon,5.316666666666666,4.0,nonexistent
26.0,blue-collar,married,professional.course,yes,no,telephone,may,mon,5.766666666666667,2.0,nonexistent
30.0,blue-collar,single,basic.9y,yes,no,telephone,may,mon,2.6166666666666667,3.0,nonexistent
52.0,technician,married,professional.course,no,no,telephone,may,mon,2.6666666666666665,11.0,nonexistent
47.0,technician,married,basic.9y,no,no,telephone,may,mon,1.3833333333333333,3.0,nonexistent
51.0,entrepreneur,single,high.school,yes,no,telephone,may,mon,1.6166666666666667,3.0,nonexistent
36.0,blue-collar,married,basic.9y,no,no,telephone,may,mon,1.6333333333333333,4.0,nonexistent
36.0,services,married,high.school,yes,no,telephone,may,mon,2.216666666666667,4.0,nonexistent
31.0,admin.,single,university.degree,yes,no,telephone,may,mon,7.516666666666667,2.0,nonexistent
36.0,blue-collar,married,high.school,no,no,telephone,may,mon,0.5666666666666667,3.0,nonexistent
34.0,admin.,married,university.degree,no,no,telephone,may,mon,1.3166666666666667,5.0,nonexistent
32.0,blue-collar,married,basic.9y,no,no,telephone,may,mon,1.8166666666666667,2.0,nonexistent
42.0,blue-collar,married,basic.6y,yes,no,telephone,may,mon,7.566666666666666,3.0,nonexistent
32.0,technician,single,university.degree,no,no,telephone,may,mon,4.183333333333334,3.0,nonexistent
51.0,admin.,divorced,university.degree,no,no,telephone,may,mon,2.033333333333333,5.0,nonexistent
37.0,self-employed,married,basic.9y,no,no,telephone,may,mon,2.7666666666666666,2.0,nonexistent
45.0,blue-collar,married,basic.9y,yes,no,telephone,may,mon,13.6,2.0,nonexistent
28.0,admin.,single,university.degree,yes,no,telephone,may,mon,1.45,2.0,nonexistent
37.0,technician,married,professional.course,yes,no,telephone,may,mon,1.35,6.0,nonexistent
43.0,entrepreneur,married,basic.9y,no,no,telephone,may,mon,1.8166666666666667,5.0,nonexistent
54.0,admin.,divorced,university.degree,yes,yes,telephone,may,mon,6.25,2.0,nonexistent
59.0,admin.,married,professional.course,no,no,telephone,may,mon,0.85,2.0,nonexistent
44.0,housemaid,married,basic.9y,yes,no,telephone,may,mon,1.9666666666666666,4.0,nonexistent
33.0,services,single,high.school,no,no,telephone,may,mon,2.966666666666667,5.0,nonexistent
35.0,admin.,married,high.school,no,no,telephone,may,mon,2.75,5.0,nonexistent
48.0,admin.,married,university.degree,no,no,telephone,may,mon,2.5833333333333335,2.0,nonexistent
50.0,technician,divorced,professional.course,no,no,telephone,may,mon,2.8833333333333333,3.0,nonexistent
29.0,self-employed,married,high.school,no,no,telephone,may,mon,5.066666666666666,4.0,nonexistent
39.0,admin.,married,university.degree,no,no,telephone,may,mon,9.716666666666667,6.0,nonexistent
36.0,admin.,married,university.degree,yes,no,telephone,may,mon,2.3,2.0,nonexistent
52.0,management,married,high.school,yes,no,telephone,may,mon,4.166666666666667,2.0,nonexistent
52.0,blue-collar,married,basic.4y,yes,no,telephone,may,mon,12.466666666666667,3.0,nonexistent
48.0,blue-collar,married,basic.4y,yes,yes,telephone,may,mon,0.23333333333333334,11.0,nonexistent
28.0,entrepreneur,married,basic.9y,no,no,telephone,may,mon,14.933333333333334,3.0,nonexistent
35.0,blue-collar,married,high.school,yes,yes,telephone,may,mon,1.3833333333333333,1.0,nonexistent
38.0,admin.,married,university.degree,no,no,telephone,may,mon,9.05,4.0,nonexistent
44.0,admin.,married,university.degree,yes,yes,telephone,may,mon,6.633333333333334,7.0,nonexistent
34.0,blue-collar,married,basic.6y,no,no,telephone,may,mon,2.6333333333333333,4.0,nonexistent
45.0,blue-collar,married,basic.9y,yes,no,telephone,may,mon,6.083333333333333,3.0,nonexistent
30.0,admin.,married,university.degree,yes,no,telephone,may,mon,5.066666666666666,3.0,nonexistent
38.0,blue-collar,single,basic.4y,no,no,telephone,may,mon,1.9666666666666666,6.0,nonexistent
33.0,technician,single,professional.course,yes,yes,telephone,may,mon,7.816666666666666,2.0,nonexistent
31.0,admin.,divorced,high.school,no,no,telephone,may,mon,8.133333333333333,3.0,nonexistent
32.0,management,married,high.school,no,no,telephone,may,mon,3.8666666666666667,3.0,nonexistent
24.0,admin.,married,basic.9y,yes,no,telephone,may,mon,12.733333333333333,2.0,nonexistent
55.0,management,married,university.degree,yes,yes,telephone,may,mon,6.85,3.0,nonexistent
28.0,blue-collar,single,high.school,yes,no,telephone,may,mon,2.4833333333333334,7.0,nonexistent
37.0,management,divorced,high.school,yes,no,telephone,may,mon,1.05,3.0,nonexistent
33.0,blue-collar,married,basic.9y,yes,no,telephone,may,mon,2.0833333333333335,3.0,nonexistent
34.0,technician,married,professional.course,yes,yes,telephone,may,mon,3.45,4.0,nonexistent
36.0,admin.,divorced,high.school,yes,no,telephone,may,mon,1.4,3.0,nonexistent
44.0,blue-collar,single,professional.course,no,no,telephone,may,mon,0.48333333333333334,2.0,nonexistent
39.0,blue-collar,married,basic.9y,yes,yes,telephone,may,mon,2.7,4.0,nonexistent
31.0,management,single,high.school,yes,no,telephone,may,mon,2.65,2.0,nonexistent
36.0,blue-collar,married,high.school,yes,no,telephone,may,mon,0.38333333333333336,10.0,nonexistent
34.0,admin.,married,university.degree,yes,yes,telephone,may,mon,2.45,6.0,nonexistent
32.0,blue-collar,married,basic.9y,no,no,telephone,may,mon,1.5,5.0,nonexistent
35.0,technician,married,professional.course,no,no,telephone,may,mon,6.816666666666666,2.0,nonexistent
47.0,technician,single,university.degree,yes,yes,telephone,may,mon,1.9666666666666666,6.0,nonexistent
44.0,admin.,married,high.school,yes,no,telephone,may,mon,2.9166666666666665,5.0,nonexistent
38.0,services,married,high.school,no,no,telephone,may,mon,3.65,4.0,nonexistent
37.0,services,single,high.school,no,no,telephone,may,mon,1.6,5.0,nonexistent
57.0,technician,married,university.degree,no,yes,telephone,may,mon,1.2666666666666666,5.0,nonexistent
39.0,entrepreneur,married,basic.6y,no,no,telephone,may,mon,1.1,3.0,nonexistent
30.0,services,single,high.school,no,no,telephone,may,mon,1.8833333333333333,5.0,nonexistent
31.0,admin.,single,university.degree,yes,yes,telephone,may,mon,3.8666666666666667,5.0,nonexistent
45.0,blue-collar,married,basic.9y,no,no,telephone,may,mon,2.15,3.0,nonexistent
37.0,blue-collar,divorced,basic.9y,no,no,telephone,may,mon,6.75,4.0,nonexistent
29.0,services,divorced,high.school,no,yes,telephone,may,mon,4.183333333333334,11.0,nonexistent
42.0,blue-collar,married,basic.4y,yes,no,telephone,may,mon,2.1333333333333333,5.0,nonexistent
52.0,blue-collar,married,basic.4y,yes,no,telephone,may,mon,4.216666666666667,2.0,nonexistent
53.0,housemaid,married,basic.4y,no,no,telephone,may,mon,4.083333333333333,3.0,nonexistent
31.0,technician,single,professional.course,yes,no,telephone,may,mon,3.1333333333333333,7.0,nonexistent
32.0,technician,single,professional.course,no,no,telephone,may,mon,1.9666666666666666,2.0,nonexistent
47.0,blue-collar,married,basic.9y,yes,no,telephone,may,mon,2.3333333333333335,2.0,nonexistent
38.0,student,single,university.degree,yes,no,telephone,may,mon,12.716666666666667,6.0,nonexistent
30.0,blue-collar,married,basic.6y,no,no,telephone,may,mon,1.6166666666666667,4.0,nonexistent
32.0,blue-collar,married,basic.4y,no,no,telephone,may,mon,0.6833333333333333,2.0,nonexistent
27.0,blue-collar,married,basic.4y,yes,no,telephone,may,mon,0.85,5.0,nonexistent
46.0,entrepreneur,married,basic.9y,no,no,telephone,may,mon,4.016666666666667,2.0,nonexistent
54.0,retired,divorced,high.school,yes,no,telephone,may,mon,5.133333333333334,4.0,nonexistent
35.0,blue-collar,married,basic.9y,yes,no,telephone,may,mon,1.9666666666666666,2.0,nonexistent
37.0,services,divorced,high.school,yes,yes,telephone,may,mon,2.0833333333333335,4.0,nonexistent
41.0,blue-collar,single,high.school,yes,no,telephone,may,mon,3.216666666666667,5.0,nonexistent
44.0,technician,married,professional.course,yes,no,telephone,may,mon,3.3333333333333335,3.0,nonexistent
33.0,technician,married,professional.course,yes,no,telephone,may,mon,5.816666666666666,4.0,nonexistent
49.0,admin.,divorced,basic.9y,yes,yes,telephone,may,mon,4.7,3.0,nonexistent
23.0,blue-collar,married,basic.9y,no,no,telephone,may,mon,10.55,1.0,nonexistent
49.0,blue-collar,married,high.school,no,no,telephone,may,mon,9.333333333333334,4.0,nonexistent
38.0,technician,married,professional.course,yes,no,telephone,may,tue,1.9,3.0,nonexistent
37.0,blue-collar,married,high.school,yes,yes,telephone,may,tue,2.8666666666666667,7.0,nonexistent
39.0,admin.,married,professional.course,yes,no,telephone,may,tue,4.866666666666666,7.0,nonexistent
43.0,blue-collar,married,basic.4y,yes,no,telephone,may,tue,4.483333333333333,3.0,nonexistent
42.0,services,married,high.school,yes,yes,telephone,may,tue,3.6666666666666665,6.0,nonexistent
55.0,housemaid,divorced,basic.9y,yes,no,telephone,may,tue,6.266666666666667,3.0,nonexistent
44.0,blue-collar,single,basic.6y,no,yes,telephone,may,tue,1.2166666666666666,6.0,nonexistent
40.0,blue-collar,married,high.school,no,yes,telephone,may,tue,2.0166666666666666,2.0,nonexistent
41.0,services,married,high.school,yes,no,telephone,may,tue,0.9833333333333333,4.0,nonexistent
32.0,management,married,university.degree,yes,no,telephone,may,tue,1.0666666666666667,3.0,nonexistent
57.0,admin.,married,basic.6y,yes,no,telephone,may,tue,5.883333333333334,3.0,nonexistent
38.0,entrepreneur,married,university.degree,no,no,telephone,may,tue,5.366666666666666,5.0,nonexistent
50.0,blue-collar,married,basic.6y,yes,yes,telephone,may,tue,1.1166666666666667,3.0,nonexistent
41.0,blue-collar,married,basic.4y,no,no,telephone,may,tue,2.716666666666667,2.0,nonexistent
52.0,technician,divorced,university.degree,no,no,telephone,may,tue,1.65,3.0,nonexistent
31.0,blue-collar,married,high.school,yes,no,telephone,may,tue,0.45,2.0,nonexistent
34.0,technician,single,professional.course,yes,no,telephone,may,tue,1.9833333333333334,2.0,nonexistent
56.0,entrepreneur,married,university.degree,yes,no,telephone,may,tue,2.466666666666667,4.0,nonexistent
51.0,admin.,single,basic.6y,no,no,telephone,may,tue,3.7,4.0,nonexistent
40.0,management,married,high.school,yes,yes,telephone,may,tue,4.416666666666667,2.0,nonexistent
39.0,blue-collar,married,basic.9y,yes,no,telephone,may,tue,3.566666666666667,2.0,nonexistent
36.0,entrepreneur,married,university.degree,no,no,telephone,may,tue,2.533333333333333,2.0,nonexistent
28.0,admin.,single,university.degree,no,no,telephone,may,tue,1.25,2.0,nonexistent
32.0,management,married,high.school,yes,yes,telephone,may,tue,1.0333333333333334,4.0,nonexistent
38.0,blue-collar,single,high.school,no,no,telephone,may,tue,1.8666666666666667,3.0,nonexistent
46.0,blue-collar,married,basic.9y,yes,no,telephone,may,tue,3.6666666666666665,6.0,nonexistent
42.0,management,married,professional.course,no,no,telephone,may,tue,3.4,3.0,nonexistent
37.0,blue-collar,married,professional.course,yes,no,telephone,may,tue,2.6666666666666665,6.0,nonexistent
31.0,admin.,married,high.school,no,no,telephone,may,tue,3.8833333333333333,1.0,nonexistent
30.0,services,married,high.school,yes,no,telephone,may,tue,2.15,1.0,nonexistent
41.0,management,married,high.school,no,no,telephone,may,tue,2.8666666666666667,1.0,nonexistent
34.0,blue-collar,married,basic.4y,yes,no,telephone,may,tue,9.633333333333333,2.0,nonexistent
46.0,blue-collar,divorced,basic.6y,no,no,telephone,may,tue,3.05,9.0,nonexistent
37.0,blue-collar,married,basic.4y,no,no,telephone,may,tue,9.416666666666666,2.0,nonexistent
24.0,blue-collar,married,basic.9y,no,no,telephone,may,tue,2.566666666666667,1.0,nonexistent
30.0,admin.,married,basic.9y,yes,yes,telephone,may,tue,2.0833333333333335,1.0,nonexistent
45.0,services,divorced,professional.course,yes,no,telephone,may,tue,17.716666666666665,5.0,nonexistent
36.0,admin.,married,high.school,yes,no,telephone,may,tue,1.85,1.0,nonexistent
48.0,blue-collar,married,professional.course,yes,yes,telephone,may,tue,3.85,1.0,nonexistent
47.0,management,married,professional.course,no,no,telephone,may,tue,3.25,1.0,nonexistent
39.0,admin.,single,university.degree,no,no,telephone,may,tue,2.0833333333333335,3.0,nonexistent
36.0,technician,single,high.school,yes,yes,telephone,may,tue,3.216666666666667,5.0,nonexistent
38.0,housemaid,married,basic.9y,no,no,telephone,may,tue,4.783333333333333,4.0,nonexistent
37.0,technician,single,high.school,yes,yes,telephone,may,tue,4.616666666666666,4.0,nonexistent
30.0,technician,single,professional.course,no,no,telephone,may,tue,1.4,4.0,nonexistent
38.0,admin.,married,university.degree,yes,no,telephone,may,tue,0.7833333333333333,5.0,nonexistent
28.0,services,married,high.school,yes,no,telephone,may,tue,4.75,1.0,nonexistent
37.0,blue-collar,married,basic.6y,yes,no,telephone,may,tue,2.1666666666666665,2.0,nonexistent
43.0,management,married,high.school,no,no,telephone,may,tue,0.4,1.0,nonexistent
32.0,blue-collar,married,basic.9y,yes,no,telephone,may,tue,15.916666666666666,1.0,nonexistent
35.0,admin.,married,high.school,yes,yes,telephone,may,tue,3.933333333333333,1.0,nonexistent
41.0,services,married,university.degree,yes,no,telephone,may,tue,5.6,2.0,nonexistent
31.0,technician,married,professional.course,no,no,telephone,may,tue,2.65,1.0,nonexistent
28.0,blue-collar,married,basic.9y,yes,no,telephone,may,tue,3.0,1.0,nonexistent
50.0,entrepreneur,married,basic.9y,no,no,telephone,may,tue,2.716666666666667,2.0,nonexistent
35.0,blue-collar,married,basic.6y,no,no,telephone,may,tue,3.283333333333333,1.0,nonexistent
39.0,blue-collar,married,basic.9y,no,no,telephone,may,tue,3.6333333333333333,1.0,nonexistent
40.0,technician,married,basic.9y,yes,no,telephone,may,tue,0.5666666666666667,3.0,nonexistent
34.0,admin.,single,high.school,yes,no,telephone,may,tue,6.433333333333334,11.0,nonexistent
27.0,student,single,university.degree,yes,no,telephone,may,tue,2.566666666666667,1.0,nonexistent
33.0,blue-collar,married,basic.9y,no,yes,telephone,may,tue,2.65,2.0,nonexistent
39.0,entrepreneur,married,basic.9y,no,no,telephone,may,tue,2.6166666666666667,2.0,nonexistent
39.0,housemaid,married,basic.4y,yes,no,telephone,may,tue,3.783333333333333,3.0,nonexistent
43.0,entrepreneur,married,basic.4y,no,no,telephone,may,tue,1.9333333333333333,1.0,nonexistent
26.0,technician,married,professional.course,no,no,telephone,may,tue,3.4166666666666665,3.0,nonexistent
42.0,services,married,professional.course,yes,no,telephone,may,tue,20.083333333333332,1.0,nonexistent
36.0,management,married,university.degree,yes,no,telephone,may,tue,2.216666666666667,1.0,nonexistent
40.0,blue-collar,married,high.school,yes,no,telephone,may,tue,0.9833333333333333,1.0,nonexistent
50.0,blue-collar,married,basic.4y,yes,no,telephone,may,tue,3.816666666666667,2.0,nonexistent
46.0,self-employed,single,high.school,yes,no,telephone,may,tue,2.45,1.0,nonexistent
57.0,retired,married,high.school,no,no,telephone,may,tue,2.45,1.0,nonexistent
40.0,services,single,high.school,yes,no,telephone,may,tue,2.9833333333333334,1.0,nonexistent
28.0,services,single,high.school,yes,no,telephone,may,tue,3.0833333333333335,1.0,nonexistent
34.0,blue-collar,married,basic.9y,no,no,telephone,may,tue,7.116666666666666,1.0,nonexistent
51.0,unemployed,married,professional.course,no,no,telephone,may,tue,2.85,3.0,nonexistent
32.0,technician,single,high.school,yes,no,telephone,may,tue,3.95,1.0,nonexistent
28.0,blue-collar,married,basic.6y,no,no,telephone,may,tue,3.8,1.0,nonexistent
38.0,admin.,single,university.degree,yes,no,telephone,may,tue,4.483333333333333,1.0,nonexistent
34.0,blue-collar,single,basic.9y,no,no,telephone,may,tue,2.6,2.0,nonexistent
34.0,technician,married,university.degree,no,no,telephone,may,tue,2.7,1.0,nonexistent
31.0,services,single,basic.9y,no,no,telephone,may,tue,11.233333333333333,1.0,nonexistent
35.0,services,single,high.school,no,yes,telephone,may,tue,3.9,1.0,nonexistent
41.0,blue-collar,divorced,basic.9y,no,no,telephone,may,tue,2.05,1.0,nonexistent
29.0,services,married,high.school,yes,no,telephone,may,tue,4.583333333333333,1.0,nonexistent
56.0,housemaid,divorced,basic.4y,no,no,telephone,may,tue,1.9166666666666667,1.0,nonexistent
29.0,technician,single,university.degree,yes,no,telephone,may,tue,17.516666666666666,1.0,nonexistent
27.0,admin.,single,university.degree,yes,no,telephone,may,tue,2.3666666666666667,1.0,nonexistent
42.0,blue-collar,married,basic.6y,no,no,telephone,may,tue,1.65,1.0,nonexistent
49.0,technician,married,professional.course,yes,no,telephone,may,tue,5.666666666666667,1.0,nonexistent
40.0,blue-collar,married,basic.6y,no,no,telephone,may,tue,3.033333333333333,2.0,nonexistent
39.0,housemaid,married,university.degree,yes,no,telephone,may,tue,4.333333333333333,1.0,nonexistent
31.0,admin.,single,high.school,no,no,telephone,may,tue,0.5833333333333334,1.0,nonexistent
46.0,blue-collar,married,basic.9y,no,no,telephone,may,tue,2.0166666666666666,1.0,nonexistent
44.0,management,married,university.degree,yes,no,telephone,may,tue,2.3833333333333333,1.0,nonexistent
33.0,blue-collar,single,basic.6y,no,no,telephone,may,tue,7.866666666666666,1.0,nonexistent
35.0,technician,married,professional.course,yes,yes,telephone,may,tue,3.45,2.0,nonexistent
38.0,unemployed,single,high.school,yes,no,telephone,may,tue,9.95,3.0,nonexistent
33.0,services,married,high.school,yes,yes,telephone,may,tue,4.566666666666666,1.0,nonexistent
41.0,blue-collar,married,basic.9y,yes,no,telephone,may,tue,7.0,1.0,nonexistent
32.0,blue-collar,married,professional.course,yes,no,telephone,may,tue,2.1333333333333333,1.0,nonexistent
35.0,entrepreneur,married,high.school,no,no,telephone,may,tue,1.0333333333333334,4.0,nonexistent
24.0,services,single,high.school,no,no,telephone,may,tue,3.0833333333333335,1.0,nonexistent
25.0,admin.,married,high.school,yes,yes,telephone,may,tue,4.583333333333333,4.0,nonexistent
34.0,blue-collar,married,basic.9y,no,no,telephone,may,tue,12.333333333333334,1.0,nonexistent
34.0,technician,married,university.degree,no,no,telephone,may,tue,1.85,10.0,nonexistent
31.0,admin.,divorced,high.school,no,no,telephone,may,tue,4.516666666666667,3.0,nonexistent
38.0,management,married,high.school,no,no,telephone,may,tue,12.933333333333334,1.0,nonexistent
26.0,admin.,single,university.degree,no,no,telephone,may,tue,1.5,2.0,nonexistent
34.0,blue-collar,married,basic.6y,no,no,telephone,may,tue,4.983333333333333,1.0,nonexistent
35.0,services,married,basic.9y,yes,no,telephone,may,tue,3.0166666666666666,1.0,nonexistent
29.0,blue-collar,single,basic.9y,yes,no,telephone,may,tue,5.5,2.0,nonexistent
51.0,blue-collar,divorced,basic.6y,no,no,telephone,may,tue,8.633333333333333,2.0,nonexistent
50.0,housemaid,married,basic.4y,no,no,telephone,may,tue,4.05,2.0,nonexistent
44.0,technician,divorced,basic.9y,no,no,telephone,may,tue,7.866666666666666,1.0,nonexistent
27.0,technician,single,professional.course,no,no,telephone,may,tue,2.466666666666667,1.0,nonexistent
34.0,services,married,high.school,no,no,telephone,may,tue,8.566666666666666,1.0,nonexistent
44.0,technician,divorced,basic.9y,yes,yes,telephone,may,tue,6.466666666666667,2.0,nonexistent
43.0,management,married,basic.4y,yes,no,telephone,may,tue,3.7333333333333334,1.0,nonexistent
37.0,unemployed,married,professional.course,no,no,telephone,may,tue,1.9666666666666666,1.0,nonexistent
45.0,services,married,basic.9y,no,no,telephone,may,tue,4.25,1.0,nonexistent
30.0,technician,single,professional.course,no,no,telephone,may,tue,1.1666666666666667,3.0,nonexistent
43.0,entrepreneur,married,basic.4y,yes,no,telephone,may,tue,4.933333333333334,2.0,nonexistent
43.0,blue-collar,married,basic.9y,no,no,telephone,may,tue,9.166666666666666,1.0,nonexistent
47.0,services,divorced,high.school,yes,no,telephone,may,tue,5.216666666666667,1.0,nonexistent
53.0,housemaid,married,basic.4y,yes,no,telephone,may,tue,4.283333333333333,1.0,nonexistent
45.0,blue-collar,married,basic.4y,yes,no,telephone,may,tue,4.05,2.0,nonexistent
47.0,blue-collar,married,basic.4y,yes,no,telephone,may,tue,1.2833333333333334,1.0,nonexistent
37.0,technician,single,university.degree,yes,no,telephone,may,tue,1.9,1.0,nonexistent
41.0,blue-collar,married,basic.9y,no,no,telephone,may,tue,1.2166666666666666,2.0,nonexistent
48.0,blue-collar,married,basic.4y,no,no,telephone,may,tue,1.4333333333333333,1.0,nonexistent
26.0,technician,single,professional.course,no,no,telephone,may,tue,2.1,1.0,nonexistent
31.0,entrepreneur,divorced,high.school,yes,no,telephone,may,tue,2.8,1.0,nonexistent
36.0,services,single,high.school,yes,yes,telephone,may,tue,3.1333333333333333,1.0,nonexistent
46.0,housemaid,married,basic.4y,no,no,telephone,may,tue,1.7666666666666666,2.0,nonexistent
